role_id,member_id,member_order,relationship_to_reference_adult,partner_member_id,age_years_design,source_age_band,age_band,life_role,routine,comfort,task_flexibility,participation,needs_priority,cost_importance_1_5,grid_importance_1_5,control,trait_basis,weekday_window_status,weekend_window_status
cityrole-0188,m03,3,child,,50,20_59,adult,home_work,home_regular,normal_comfort,flexible,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0188,m04,4,spouse_of_child,m02,48,20_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0189,m01,1,reference_adult,m03,44,35_59,adult,caregiver,mixed,normal_comfort,rigid,usually_decides,yes,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0189,m02,2,child,,9,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0189,m03,3,spouse,m01,40,0_59,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0190,m01,1,reference_adult,,33,20_34,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_decides,no,2,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0191,m01,1,reference_adult,m03,43,35_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,5,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0191,m02,2,child,,16,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0191,m03,3,spouse,m01,44,0_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0192,m01,1,reference_adult,,44,35_59,adult,home_work,home_regular,normal_comfort,flexible,usually_decides,no,5,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0193,m01,1,parent_of_reference_adult,,54,50_59,adult,shift,irregular,temp_tolerant,flexible,usually_decides,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0193,m02,2,reference_adult,,34,30_49,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0193,m03,3,child,,9,0_17,under18,student,out_regular,temp_sensitive,semi_rigid,usually_joint,yes,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0193,m04,4,child,,8,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0194,m01,1,reference_adult,,66,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,3,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0195,m01,1,reference_adult,,62,60_64,older,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,1,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0195,m02,2,child,m04,36,20_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0195,m03,3,child,,34,20_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0195,m04,4,spouse_of_child,m02,37,20_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0196,m01,1,reference_adult,,57,50_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,4,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0196,m02,2,child,m04,22,18_29,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0196,m03,3,child,,24,18_59,adult,not_working,mixed,temp_sensitive,rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0196,m04,4,spouse_of_child,m02,20,18_59,adult,home_work,home_regular,temp_tolerant,flexible,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0197,m01,1,reference_adult,m02,30,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0197,m02,2,spouse,m01,29,20_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0198,m01,1,parent_of_reference_adult,,59,50_59,adult,shift,irregular,normal_comfort,flexible,usually_decides,no,4,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0198,m02,2,reference_adult,m04,40,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0198,m03,3,child,,19,18_29,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0198,m04,4,spouse,m02,43,30_49,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0198,m05,5,child,,16,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0199,m01,1,reference_adult,m03,40,35_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_decides,yes,2,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0199,m02,2,child,,14,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0199,m03,3,spouse,m01,40,0_59,adult,shift,irregular,temp_sensitive,semi_rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0200,m01,1,reference_adult,,70,65_79,older,home_work,mixed,temp_sensitive,rigid,usually_decides,no,3,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0200,m02,2,child,,40,20_59,adult,home_work,home_regular,temp_tolerant,flexible,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0200,m03,3,child,,41,20_59,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0201,m01,1,reference_adult,m03,48,35_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,5,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0201,m02,2,child,,17,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0201,m03,3,spouse,m01,52,0_59,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0202,m01,1,reference_adult,m02,29,20_59,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_decides,no,1,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0202,m02,2,spouse,m01,29,20_59,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0203,m01,1,reference_adult,m03,42,35_59,adult,shift,irregular,temp_sensitive,semi_rigid,usually_decides,no,1,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0203,m02,2,child,,10,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0203,m03,3,spouse,m01,38,0_59,adult,home_work,home_regular,normal_comfort,rigid,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0204,m01,1,reference_adult,,41,35_59,adult,caregiver,mixed,normal_comfort,flexible,usually_decides,no,3,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0205,m01,1,reference_adult,m03,42,35_59,adult,not_working,mixed,temp_tolerant,flexible,usually_decides,no,1,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0205,m02,2,child,,12,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0205,m03,3,spouse,m01,39,0_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0206,m01,1,reference_adult,,51,50_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_decides,no,4,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0206,m02,2,child,,23,18_29,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0207,m01,1,reference_adult,m03,40,35_59,adult,home_work,home_regular,normal_comfort,rigid,usually_decides,no,4,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0207,m02,2,child,,5,0_17,under18,preschool,home_regular,temp_sensitive,rigid,usually_joint,yes,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0207,m03,3,spouse,m01,44,0_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0208,m01,1,parent_of_reference_adult,,59,50_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,2,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0208,m02,2,reference_adult,m04,39,30_49,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0208,m03,3,child,,18,18_29,adult,home_work,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0208,m04,4,spouse,m02,40,30_49,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0209,m01,1,reference_adult,m03,44,35_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_decides,yes,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0209,m02,2,child,,17,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0209,m03,3,spouse,m01,46,0_59,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0209,m04,4,child,,17,0_59,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0210,m01,1,reference_adult,,57,50_59,adult,not_working,mixed,normal_comfort,flexible,usually_decides,no,4,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0210,m02,2,child,,21,18_29,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0210,m03,3,child,,23,18_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0211,m01,1,parent_of_reference_adult,,70,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0211,m02,2,reference_adult,,40,30_49,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0211,m03,3,child,,9,0_17,under18,student,out_regular,temp_sensitive,semi_rigid,usually_joint,yes,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0211,m04,4,child,,4,0_17,under18,preschool,home_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0212,m01,1,reference_adult,,20,20_34,adult,home_work,home_regular,temp_sensitive,rigid,usually_decides,no,1,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0213,m01,1,parent_of_reference_adult,,77,65_79,older,retired,home_regular,normal_comfort,rigid,usually_decides,no,5,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0213,m02,2,reference_adult,m05,35,30_49,adult,not_working,mixed,temp_sensitive,rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0213,m03,3,child,,10,0_17,under18,student,out_regular,temp_tolerant,flexible,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0213,m04,4,child,,5,0_17,under18,preschool,home_regular,normal_comfort,flexible,usually_joint,yes,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0213,m05,5,spouse,m02,33,30_49,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0214,m01,1,reference_adult,,62,60_64,older,caregiver,home_regular,temp_tolerant,semi_rigid,usually_decides,no,5,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0214,m02,2,child,,34,20_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0214,m03,3,child,,34,20_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0215,m01,1,reference_adult,,37,35_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_decides,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0215,m02,2,child,,8,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0216,m01,1,reference_adult,,50,35_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_decides,no,4,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0217,m01,1,reference_adult,m02,77,65_79,older,retired,home_regular,temp_tolerant,flexible,usually_decides,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0217,m02,2,spouse,m01,79,65_79,older,caregiver,home_regular,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0218,m01,1,reference_adult,,63,60_64,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,4,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0219,m01,1,reference_adult,,67,65_79,older,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0219,m02,2,child,,34,20_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0219,m03,3,child,,37,20_59,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0220,m01,1,parent_of_reference_adult,,57,50_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_decides,no,2,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0220,m02,2,reference_adult,m04,39,30_49,adult,home_work,home_regular,normal_comfort,rigid,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0220,m03,3,child,,19,18_29,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0220,m04,4,spouse,m02,40,30_49,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0220,m05,5,child,,17,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0221,m01,1,reference_adult,m03,42,35_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0221,m02,2,child,,6,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0221,m03,3,spouse,m01,45,0_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0222,m01,1,reference_adult,,40,35_59,adult,home_work,home_regular,normal_comfort,flexible,usually_decides,no,1,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0223,m01,1,reference_adult,,75,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,1,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0223,m02,2,child,m04,49,20_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0223,m03,3,child,,50,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0223,m04,4,spouse_of_child,m02,47,20_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0224,m01,1,parent_of_reference_adult,,78,65_79,older,home_work,mixed,temp_sensitive,rigid,usually_decides,no,5,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0224,m02,2,reference_adult,m04,38,30_49,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0224,m03,3,child,,18,18_29,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0224,m04,4,spouse,m02,36,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0225,m01,1,reference_adult,m02,61,60_64,older,retired,home_regular,normal_comfort,rigid,usually_decides,no,3,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0225,m02,2,spouse,m01,60,60_64,older,caregiver,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0226,m01,1,reference_adult,,52,50_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,4,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0226,m02,2,child,,21,18_29,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0227,m01,1,reference_adult,,37,35_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,3,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0227,m02,2,child,,5,0_17,under18,preschool,home_regular,temp_tolerant,semi_rigid,usually_joint,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0228,m01,1,parent_of_reference_adult,,58,50_59,adult,shift,irregular,normal_comfort,flexible,usually_decides,no,2,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0228,m02,2,reference_adult,m04,40,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0228,m03,3,child,,18,18_29,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
