case_id,role_id,day_index,simulated_calendar_day,city,province,plan_family_id,plan_family_zh,action_contrast_status,contrast_basis,difference_reason_zh,baseline_owned_device_kwh,candidate_owned_device_kwh,baseline_selected_ac_proxy_kwh,candidate_selected_ac_proxy_kwh,baseline_attributable_kwh,candidate_attributable_kwh,candidate_minus_baseline_attributable_kwh,baseline_all_owned_room_24h_mean_c,candidate_all_owned_room_24h_mean_c,simulated_outdoor_min_c,simulated_outdoor_max_c,weather_kind,metric_scope,temperature_scope,feedback_rows
cityrole-0001/day-01,cityrole-0001,1,07-14,南昌市,江西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.16,34.16,26.60,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-01,cityrole-0008,1,07-14,马鞍山市,安徽,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.16,18.16,24.50,26.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-02,cityrole-0008,2,07-15,马鞍山市,安徽,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,18.34,18.34,24.20,28.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-03,cityrole-0008,3,07-16,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.415838,0.416126,2.715838,2.716126,0.000288,18.91,18.91,25.10,31.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-04,cityrole-0008,4,07-17,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.800000,1.800000,0.362528,0.362532,2.162528,2.162532,0.000004,19.57,19.57,25.50,32.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-05,cityrole-0008,5,07-18,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.425153,0.425154,2.725153,2.725154,0.000001,20.29,20.29,25.50,33.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-06,cityrole-0008,6,07-19,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.379767,0.379768,2.679767,2.679768,0.000001,20.52,20.52,26.80,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-07,cityrole-0008,7,07-20,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,0.434489,0.434214,0.934489,0.934214,-0.000275,20.73,20.73,27.10,32.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-08,cityrole-0008,8,07-21,马鞍山市,安徽,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.71,20.71,27.30,33.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-09,cityrole-0008,9,07-22,马鞍山市,安徽,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.72,20.72,27.00,34.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0008/day-10,cityrole-0008,10,07-23,马鞍山市,安徽,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,0.417648,0.417651,2.717648,2.717651,0.000003,20.67,20.67,26.20,32.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-01,cityrole-0009,1,07-14,周口市,河南,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.500000,0.500000,9.836513,9.836513,10.336513,10.336513,0.000000,33.39,33.39,26.50,36.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-02,cityrole-0009,2,07-15,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,10.349625,9.867246,10.849625,10.367246,-0.482379,33.64,33.70,27.10,39.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-03,cityrole-0009,3,07-16,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,10.112978,9.688956,10.612978,10.188956,-0.424022,33.93,34.02,29.00,35.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-04,cityrole-0009,4,07-17,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,8.895411,8.503988,9.395411,9.003988,-0.391423,33.28,33.39,26.50,36.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-05,cityrole-0009,5,07-18,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,8.687014,8.297682,9.187014,8.797682,-0.389332,32.61,32.72,22.00,30.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-06,cityrole-0009,6,07-19,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,8.176271,7.790801,8.676271,8.290801,-0.385470,31.95,32.08,20.00,30.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-07,cityrole-0009,7,07-20,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,7.425563,7.043927,7.925563,7.543927,-0.381636,31.42,31.54,21.10,29.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-08,cityrole-0009,8,07-21,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,6.214162,5.840857,6.714162,6.340857,-0.373305,31.18,31.30,21.60,30.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-09,cityrole-0009,9,07-22,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,4.986831,4.609978,5.486831,5.109978,-0.376853,30.13,30.26,22.60,27.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0009/day-10,cityrole-0009,10,07-23,周口市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,3.520983,3.143056,4.020983,3.643056,-0.377927,29.05,29.17,22.30,24.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-01,cityrole-0010,1,07-14,郑州市,河南,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,38.24,38.24,27.50,33.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-02,cityrole-0010,2,07-15,郑州市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.480453,2.388795,2.980453,2.888795,-0.091658,37.93,37.94,26.80,34.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-03,cityrole-0010,3,07-16,郑州市,河南,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,2.153921,2.074849,2.153921,2.074849,-0.079072,37.40,37.43,26.60,33.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-04,cityrole-0010,4,07-17,郑州市,河南,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.41,36.44,24.90,28.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-05,cityrole-0010,5,07-18,郑州市,河南,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.346688,1.267129,1.346688,1.267129,-0.079559,34.77,34.80,20.30,28.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-06,cityrole-0010,6,07-19,郑州市,河南,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,33.48,33.51,18.90,26.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-07,cityrole-0010,7,07-20,郑州市,河南,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,33.25,33.27,21.80,27.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-08,cityrole-0010,8,07-21,郑州市,河南,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,33.74,33.76,23.70,29.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-09,cityrole-0010,9,07-22,郑州市,河南,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.776697,1.675745,2.276697,2.175745,-0.100952,34.09,34.12,25.30,31.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0010/day-10,cityrole-0010,10,07-23,郑州市,河南,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.559893,1.483564,1.559893,1.483564,-0.076329,34.21,34.25,23.10,32.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-01,cityrole-0011,1,07-14,西安市,陕西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,1.500000,1.500000,0.200109,0.200109,1.700109,1.700109,0.000000,28.11,28.11,21.30,26.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-02,cityrole-0011,2,07-15,西安市,陕西,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,0.129659,0.001858,0.629659,0.501858,-0.127801,28.00,28.02,22.00,25.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-03,cityrole-0011,3,07-16,西安市,陕西,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,28.31,28.32,19.80,31.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-04,cityrole-0011,4,07-17,西安市,陕西,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.500000,1.500000,0.000000,0.000000,1.500000,1.500000,0.000000,29.74,29.75,23.20,36.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-05,cityrole-0011,5,07-18,西安市,陕西,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.972930,0.870987,0.972930,0.870987,-0.101943,30.97,30.99,23.50,36.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-06,cityrole-0011,6,07-19,西安市,陕西,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.500000,1.500000,1.162870,1.055419,2.662870,2.555419,-0.107451,31.90,31.94,24.00,32.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-07,cityrole-0011,7,07-20,西安市,陕西,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.500000,1.500000,1.328681,1.223254,2.828681,2.723254,-0.105427,32.70,32.74,23.70,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-08,cityrole-0011,8,07-21,西安市,陕西,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.500000,1.500000,1.154423,1.059905,2.654423,2.559905,-0.094518,33.17,33.22,22.30,31.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0011/day-09,cityrole-0011,9,07-22,西安市,陕西,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.253040,1.157557,1.753040,1.657557,-0.095483,33.32,33.37,24.70,32.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
